source_repo,source_commit,source_path,license,attribution,private_risk,sanitization_reviewed_by,disposition,new_path,rationale
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/market-regime-note.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/market-regime-note.md,reviewed-public-source,not-required,external-pointer,,"The bulk timeline or market surface is deferred behind corpus, freshness, demand, and liability review; retain only the pinned pointer."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/market-thesis-review.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/market-thesis-review.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/markets/calibrate-market-theses/SKILL.md,Merged this overlapping public mechanism into skills/library/markets/calibrate-market-theses/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/mechanism.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/mechanism.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/non-connection.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/non-connection.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/research/,Accepted as source material for the bounded Release 1.0 artifact at packs/research/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/prediction-ledger.csv,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/prediction-ledger.csv,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/program-contract.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/program-contract.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/governance/run-bounded-agent-labs/SKILL.md,Merged this overlapping public mechanism into skills/library/governance/run-bounded-agent-labs/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/project-handoff.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/project-handoff.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,templates/project-handoff.md,Accepted as source material for the bounded Release 1.0 artifact at templates/project-handoff.md; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/rejected-edit-ledger.csv,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/rejected-edit-ledger.csv,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/result-packet.json,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/result-packet.json,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/delegation/execute-action-packets/SKILL.md,Merged this overlapping public mechanism into skills/library/delegation/execute-action-packets/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/skill-patch-candidate.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/skill-patch-candidate.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/knowledge/optimize-skills-from-evidence/SKILL.md,Merged this overlapping public mechanism into skills/library/knowledge/optimize-skills-from-evidence/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/source-note.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/source-note.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/source-grounding/SKILL.md,Merged this overlapping public mechanism into skills/core/source-grounding/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/source-to-skill-extraction.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/source-to-skill-extraction.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/research/harvest-clippings-into-skills/SKILL.md,Merged this overlapping public mechanism into skills/library/research/harvest-clippings-into-skills/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/task-packet.json,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/task-packet.json,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/delegation/execute-action-packets/SKILL.md,Merged this overlapping public mechanism into skills/library/delegation/execute-action-packets/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/token-budget-review.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/token-budget-review.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,packs/agent-ops/,Accepted as source material for the bounded Release 1.0 artifact at packs/agent-ops/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,templates/two-layer-report.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:templates/two-layer-report.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,templates/two-layer-report.md,Accepted as source material for the bounded Release 1.0 artifact at templates/two-layer-report.md; it will be consolidated rather than copied.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,.github/workflows/verify.yml,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:.github/workflows/verify.yml,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,.gitignore,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:.gitignore,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,LICENSE,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:LICENSE,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,README.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:README.md,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,docs/How To Inject This Context Into Hermes.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:docs/How To Inject This Context Into Hermes.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,scripts/refresh_market_data.py,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:scripts/refresh_market_data.py,reviewed-public-source,not-required,reject,,Excluded a market-data refresh path with unverified upstream data rights and no Release 1.0 freshness contract.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,scripts/verify_context_pack.py,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:scripts/verify_context_pack.py,reviewed-public-source,not-required,supersede,,Repository-wide verifiers supersede this corpus-specific checker while the payload remains contract-only.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/AI Evolution Index.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/AI Evolution Index.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/AI Pattern Ledger.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/AI Pattern Ledger.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/BERT and Pretraining.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/BERT and Pretraining.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Backpropagation Popularization.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Backpropagation Popularization.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/ChatGPT and Consumer AI Interface.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/ChatGPT and Consumer AI Interface.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Dartmouth Workshop.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Dartmouth Workshop.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Expert Systems.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Expert Systems.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/GPT-3 and Scaling.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/GPT-3 and Scaling.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/ImageNet and Deep Learning Breakthrough.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/ImageNet and Deep Learning Breakthrough.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Multimodal Foundation Models.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Multimodal Foundation Models.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Perceptron.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Perceptron.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Tool-Using Agents.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Tool-Using Agents.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Transformer Architecture.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Transformer Architecture.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/AI Evolution/Events/Turing Test.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/AI Evolution/Events/Turing Test.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Context Pack Database Log.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Context Pack Database Log.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Bridge Notes/AI Agents As Bureaucratic Actors.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Bridge Notes/AI Agents As Bureaucratic Actors.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Bridge Notes/Markets As Epistemic Machines.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Bridge Notes/Markets As Epistemic Machines.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Cross-Disciplinary Index.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Cross-Disciplinary Index.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Constraint Can Create Trust.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Constraint Can Create Trust.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Crisis Mobilizes Latent Capacity.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Crisis Mobilizes Latent Capacity.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Evaluation Is The Bottleneck.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Evaluation Is The Bottleneck.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/External Memory Scales Coordination.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/External Memory Scales Coordination.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Infrastructure Becomes Governance.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Infrastructure Becomes Governance.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Interdependence Amplifies Shocks.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Interdependence Amplifies Shocks.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Interface Unlocks Capability.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Interface Unlocks Capability.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Legibility Enables Control.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Legibility Enables Control.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Measurement Changes Behavior.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Measurement Changes Behavior.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Narratives Front Run Cash Flow.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Narratives Front Run Cash Flow.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Open Layers Invite Closed Platforms.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Open Layers Invite Closed Platforms.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Mechanisms/Source Preservation Is Not Canon.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Mechanisms/Source Preservation Is Not Canon.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Cross-Disciplinary/Non-Connections/Not Every Bubble Is Tulip Mania.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Cross-Disciplinary/Non-Connections/Not Every Bubble Is Tulip Mania.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Dashboard.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Dashboard.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Deep Timeline Index.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Deep Timeline Index.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/AI Foundation Models and Synthetic Cognition.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/AI Foundation Models and Synthetic Cognition.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Agricultural Revolution and Surplus Storage.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Agricultural Revolution and Surplus Storage.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/American Revolution and Constitutional Design.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/American Revolution and Constitutional Design.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Athenian Democracy and Civic Experiment.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Athenian Democracy and Civic Experiment.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Axial Age Religions and Philosophy.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Axial Age Religions and Philosophy.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Black Death Labor Shock.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Black Death Labor Shock.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Bretton Woods and Dollar System.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Bretton Woods and Dollar System.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Bronze Age Trade and Collapse.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Bronze Age Trade and Collapse.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/COVID-19 Pandemic and Supply Chain Stress.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/COVID-19 Pandemic and Supply Chain Stress.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Code of Hammurabi and Legal Standardization.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Code of Hammurabi and Legal Standardization.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Cognitive and Symbolic Expansion.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Cognitive and Symbolic Expansion.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Cold War Systems Competition.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Cold War Systems Competition.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
agent-intelligence-context-pack,7acf6bac45d49f748efca85052ca96f5e89a5949,vault/Deep Timeline/Events/Columbian Exchange and Planetary Integration.md,operator-owned,agent-intelligence-context-pack@7acf6bac45d49f748efca85052ca96f5e89a5949:vault/Deep Timeline/Events/Columbian Exchange and Planetary Integration.md,reviewed-public-source,not-required,external-pointer,,Kept at its pinned source coordinate under the contract-only corpus ruling; adaptation-heavy payload content does not ship in Release 1.0.
